STATE,LOGRECNO,GEOID,GEOGRAPHY NAME
RI,0000945,15000US440070015002,"Block Group 2, Census Tract 15, Providence County, Rhode Island"
RI,0000946,15000US440070015003,"Block Group 3, Census Tract 15, Providence County, Rhode Island"
RI,0000947,15000US440070016001,"Block Group 1, Census Tract 16, Providence County, Rhode Island"
RI,0000948,15000US440070016002,"Block Group 2, Census Tract 16, Providence County, Rhode Island"
RI,0000949,15000US440070016003,"Block Group 3, Census Tract 16, Providence County, Rhode Island"
RI,0000950,15000US440070016004,"Block Group 4, Census Tract 16, Providence County, Rhode Island"
RI,0000951,15000US440070016005,"Block Group 5, Census Tract 16, Providence County, Rhode Island"
RI,0000952,15000US440070016006,"Block Group 6, Census Tract 16, Providence County, Rhode Island"
RI,0000953,15000US440070016007,"Block Group 7, Census Tract 16, Providence County, Rhode Island"
RI,0000954,15000US440070017001,"Block Group 1, Census Tract 17, Providence County, Rhode Island"
RI,0000955,15000US440070017002,"Block Group 2, Census Tract 17, Providence County, Rhode Island"
RI,0000956,15000US440070017003,"Block Group 3, Census Tract 17, Providence County, Rhode Island"
RI,0000957,15000US440070018001,"Block Group 1, Census Tract 18, Providence County, Rhode Island"
RI,0000958,15000US440070018002,"Block Group 2, Census Tract 18, Providence County, Rhode Island"
RI,0000959,15000US440070018003,"Block Group 3, Census Tract 18, Providence County, Rhode Island"
RI,0000960,15000US440070018004,"Block Group 4, Census Tract 18, Providence County, Rhode Island"
RI,0000961,15000US440070018005,"Block Group 5, Census Tract 18, Providence County, Rhode Island"
RI,0000962,15000US440070018006,"Block Group 6, Census Tract 18, Providence County, Rhode Island"
RI,0000963,15000US440070019001,"Block Group 1, Census Tract 19, Providence County, Rhode Island"
RI,0000964,15000US440070019002,"Block Group 2, Census Tract 19, Providence County, Rhode Island"
RI,0000965,15000US440070019003,"Block Group 3, Census Tract 19, Providence County, Rhode Island"
RI,0000966,15000US440070019004,"Block Group 4, Census Tract 19, Providence County, Rhode Island"
RI,0000967,15000US440070019005,"Block Group 5, Census Tract 19, Providence County, Rhode Island"
RI,0000968,15000US440070019006,"Block Group 6, Census Tract 19, Providence County, Rhode Island"
RI,0000969,15000US440070020001,"Block Group 1, Census Tract 20, Providence County, Rhode Island"
RI,0000970,15000US440070020002,"Block Group 2, Census Tract 20, Providence County, Rhode Island"
RI,0000971,15000US440070020003,"Block Group 3, Census Tract 20, Providence County, Rhode Island"
RI,0000972,15000US440070020004,"Block Group 4, Census Tract 20, Providence County, Rhode Island"
RI,0000973,15000US440070021011,"Block Group 1, Census Tract 21.01, Providence County, Rhode Island"
RI,0000974,15000US440070021012,"Block Group 2, Census Tract 21.01, Providence County, Rhode Island"
RI,0000975,15000US440070021013,"Block Group 3, Census Tract 21.01, Providence County, Rhode Island"
RI,0000976,15000US440070021021,"Block Group 1, Census Tract 21.02, Providence County, Rhode Island"
RI,0000977,15000US440070021022,"Block Group 2, Census Tract 21.02, Providence County, Rhode Island"
RI,0000978,15000US440070021023,"Block Group 3, Census Tract 21.02, Providence County, Rhode Island"
RI,0000979,15000US440070021024,"Block Group 4, Census Tract 21.02, Providence County, Rhode Island"
RI,0000980,15000US440070021025,"Block Group 5, Census Tract 21.02, Providence County, Rhode Island"
RI,0000981,15000US440070022001,"Block Group 1, Census Tract 22, Providence County, Rhode Island"
RI,0000982,15000US440070022002,"Block Group 2, Census Tract 22, Providence County, Rhode Island"
RI,0000983,15000US440070022003,"Block Group 3, Census Tract 22, Providence County, Rhode Island"
RI,0000984,15000US440070022004,"Block Group 4, Census Tract 22, Providence County, Rhode Island"
RI,0000985,15000US440070023001,"Block Group 1, Census Tract 23, Providence County, Rhode Island"
RI,0000986,15000US440070023002,"Block Group 2, Census Tract 23, Providence County, Rhode Island"
RI,0000987,15000US440070023003,"Block Group 3, Census Tract 23, Providence County, Rhode Island"
RI,0000988,15000US440070023004,"Block Group 4, Census Tract 23, Providence County, Rhode Island"
RI,0000989,15000US440070023005,"Block Group 5, Census Tract 23, Providence County, Rhode Island"
RI,0000990,15000US440070023006,"Block Group 6, Census Tract 23, Providence County, Rhode Island"
RI,0000991,15000US440070024001,"Block Group 1, Census Tract 24, Providence County, Rhode Island"
RI,0000992,15000US440070024002,"Block Group 2, Census Tract 24, Providence County, Rhode Island"
RI,0000993,15000US440070024003,"Block Group 3, Census Tract 24, Providence County, Rhode Island"
RI,0000994,15000US440070024004,"Block Group 4, Census Tract 24, Providence County, Rhode Island"
RI,0000995,15000US440070024005,"Block Group 5, Census Tract 24, Providence County, Rhode Island"
RI,0000996,15000US440070024006,"Block Group 6, Census Tract 24, Providence County, Rhode Island"
RI,0000997,15000US440070025001,"Block Group 1, Census Tract 25, Providence County, Rhode Island"
RI,0000998,15000US440070025002,"Block Group 2, Census Tract 25, Providence County, Rhode Island"
RI,0000999,15000US440070026001,"Block Group 1, Census Tract 26, Providence County, Rhode Island"
RI,0001000,15000US440070026002,"Block Group 2, Census Tract 26, Providence County, Rhode Island"
RI,0001001,15000US440070026003,"Block Group 3, Census Tract 26, Providence County, Rhode Island"
RI,0001002,15000US440070027001,"Block Group 1, Census Tract 27, Providence County, Rhode Island"
RI,0001003,15000US440070027002,"Block Group 2, Census Tract 27, Providence County, Rhode Island"
RI,0001004,15000US440070027003,"Block Group 3, Census Tract 27, Providence County, Rhode Island"
RI,0001005,15000US440070027004,"Block Group 4, Census Tract 27, Providence County, Rhode Island"
RI,0001006,15000US440070028001,"Block Group 1, Census Tract 28, Providence County, Rhode Island"
RI,0001007,15000US440070028002,"Block Group 2, Census Tract 28, Providence County, Rhode Island"
RI,0001008,15000US440070028003,"Block Group 3, Census Tract 28, Providence County, Rhode Island"
RI,0001009,15000US440070028004,"Block Group 4, Census Tract 28, Providence County, Rhode Island"
RI,0001010,15000US440070029001,"Block Group 1, Census Tract 29, Providence County, Rhode Island"
RI,0001011,15000US440070029002,"Block Group 2, Census Tract 29, Providence County, Rhode Island"
RI,0001012,15000US440070029003,"Block Group 3, Census Tract 29, Providence County, Rhode Island"
RI,0001013,15000US440070029004,"Block Group 4, Census Tract 29, Providence County, Rhode Island"
RI,0001014,15000US440070029005,"Block Group 5, Census Tract 29, Providence County, Rhode Island"
RI,0001015,15000US440070031001,"Block Group 1, Census Tract 31, Providence County, Rhode Island"
RI,0001016,15000US440070031002,"Block Group 2, Census Tract 31, Providence County, Rhode Island"
RI,0001017,15000US440070031003,"Block Group 3, Census Tract 31, Providence County, Rhode Island"
RI,0001018,15000US440070031004,"Block Group 4, Census Tract 31, Providence County, Rhode Island"
RI,0001019,15000US440070031005,"Block Group 5, Census Tract 31, Providence County, Rhode Island"
RI,0001020,15000US440070032001,"Block Group 1, Census Tract 32, Providence County, Rhode Island"
RI,0001021,15000US440070032002,"Block Group 2, Census Tract 32, Providence County, Rhode Island"
RI,0001022,15000US440070032003,"Block Group 3, Census Tract 32, Providence County, Rhode Island"
RI,0001023,15000US440070032004,"Block Group 4, Census Tract 32, Providence County, Rhode Island"
RI,0001024,15000US440070033001,"Block Group 1, Census Tract 33, Providence County, Rhode Island"
RI,0001025,15000US440070033002,"Block Group 2, Census Tract 33, Providence County, Rhode Island"
RI,0001026,15000US440070033003,"Block Group 3, Census Tract 33, Providence County, Rhode Island"
RI,0001027,15000US440070033004,"Block Group 4, Census Tract 33, Providence County, Rhode Island"
RI,0001028,15000US440070034001,"Block Group 1, Census Tract 34, Providence County, Rhode Island"
RI,0001029,15000US440070034002,"Block Group 2, Census Tract 34, Providence County, Rhode Island"
RI,0001030,15000US440070034003,"Block Group 3, Census Tract 34, Providence County, Rhode Island"
RI,0001031,15000US440070034004,"Block Group 4, Census Tract 34, Providence County, Rhode Island"
RI,0001032,15000US440070035001,"Block Group 1, Census Tract 35, Providence County, Rhode Island"
RI,0001033,15000US440070035002,"Block Group 2, Census Tract 35, Providence County, Rhode Island"
RI,0001034,15000US440070035003,"Block Group 3, Census Tract 35, Providence County, Rhode Island"
RI,0001035,15000US440070035004,"Block Group 4, Census Tract 35, Providence County, Rhode Island"
RI,0001036,15000US440070036011,"Block Group 1, Census Tract 36.01, Providence County, Rhode Island"
RI,0001037,15000US440070036012,"Block Group 2, Census Tract 36.01, Providence County, Rhode Island"
RI,0001038,15000US440070036021,"Block Group 1, Census Tract 36.02, Providence County, Rhode Island"
RI,0001039,15000US440070036022,"Block Group 2, Census Tract 36.02, Providence County, Rhode Island"
RI,0001040,15000US440070036023,"Block Group 3, Census Tract 36.02, Providence County, Rhode Island"
RI,0001041,15000US440070037001,"Block Group 1, Census Tract 37, Providence County, Rhode Island"
RI,0001042,15000US440070037002,"Block Group 2, Census Tract 37, Providence County, Rhode Island"
RI,0001043,15000US440070037003,"Block Group 3, Census Tract 37, Providence County, Rhode Island"
RI,0001044,15000US440070037004,"Block Group 4, Census Tract 37, Providence County, Rhode Island"
RI,0001045,15000US440070101011,"Block Group 1, Census Tract 101.01, Providence County, Rhode Island"
RI,0001046,15000US440070101012,"Block Group 2, Census Tract 101.01, Providence County, Rhode Island"
RI,0001047,15000US440070101013,"Block Group 3, Census Tract 101.01, Providence County, Rhode Island"
RI,0001048,15000US440070101014,"Block Group 4, Census Tract 101.01, Providence County, Rhode Island"
RI,0001049,15000US440070101021,"Block Group 1, Census Tract 101.02, Providence County, Rhode Island"
RI,0001050,15000US440070101022,"Block Group 2, Census Tract 101.02, Providence County, Rhode Island"
RI,0001051,15000US440070101023,"Block Group 3, Census Tract 101.02, Providence County, Rhode Island"
RI,0001052,15000US440070101024,"Block Group 4, Census Tract 101.02, Providence County, Rhode Island"
RI,0001053,15000US440070102001,"Block Group 1, Census Tract 102, Providence County, Rhode Island"
RI,0001054,15000US440070102002,"Block Group 2, Census Tract 102, Providence County, Rhode Island"
RI,0001055,15000US440070102003,"Block Group 3, Census Tract 102, Providence County, Rhode Island"
RI,0001056,15000US440070102004,"Block Group 4, Census Tract 102, Providence County, Rhode Island"
RI,0001057,15000US440070102005,"Block Group 5, Census Tract 102, Providence County, Rhode Island"
RI,0001058,15000US440070102006,"Block Group 6, Census Tract 102, Providence County, Rhode Island"
RI,0001059,15000US440070102007,"Block Group 7, Census Tract 102, Providence County, Rhode Island"
RI,0001060,15000US440070103001,"Block Group 1, Census Tract 103, Providence County, Rhode Island"
RI,0001061,15000US440070103002,"Block Group 2, Census Tract 103, Providence County, Rhode Island"
RI,0001062,15000US440070103003,"Block Group 3, Census Tract 103, Providence County, Rhode Island"
RI,0001063,15000US440070104001,"Block Group 1, Census Tract 104, Providence County, Rhode Island"
RI,0001064,15000US440070104002,"Block Group 2, Census Tract 104, Providence County, Rhode Island"
RI,0001065,15000US440070104003,"Block Group 3, Census Tract 104, Providence County, Rhode Island"
RI,0001066,15000US440070104004,"Block Group 4, Census Tract 104, Providence County, Rhode Island"
RI,0001067,15000US440070104005,"Block Group 5, Census Tract 104, Providence County, Rhode Island"
RI,0001068,15000US440070105011,"Block Group 1, Census Tract 105.01, Providence County, Rhode Island"
RI,0001069,15000US440070105012,"Block Group 2, Census Tract 105.01, Providence County, Rhode Island"
RI,0001070,15000US440070105013,"Block Group 3, Census Tract 105.01, Providence County, Rhode Island"
RI,0001071,15000US440070105021,"Block Group 1, Census Tract 105.02, Providence County, Rhode Island"
RI,0001072,15000US440070105022,"Block Group 2, Census Tract 105.02, Providence County, Rhode Island"
RI,0001073,15000US440070105023,"Block Group 3, Census Tract 105.02, Providence County, Rhode Island"
RI,0001074,15000US440070105024,"Block Group 4, Census Tract 105.02, Providence County, Rhode Island"
RI,0001075,15000US440070106001,"Block Group 1, Census Tract 106, Providence County, Rhode Island"
RI,0001076,15000US440070106002,"Block Group 2, Census Tract 106, Providence County, Rhode Island"
RI,0001077,15000US440070106003,"Block Group 3, Census Tract 106, Providence County, Rhode Island"
RI,0001078,15000US440070106004,"Block Group 4, Census Tract 106, Providence County, Rhode Island"
RI,0001079,15000US440070106005,"Block Group 5, Census Tract 106, Providence County, Rhode Island"
RI,0001080,15000US440070106006,"Block Group 6, Census Tract 106, Providence County, Rhode Island"
RI,0001081,15000US440070107011,"Block Group 1, Census Tract 107.01, Providence County, Rhode Island"
RI,0001082,15000US440070107012,"Block Group 2, Census Tract 107.01, Providence County, Rhode Island"
RI,0001083,15000US440070107021,"Block Group 1, Census Tract 107.02, Providence County, Rhode Island"
RI,0001084,15000US440070107022,"Block Group 2, Census Tract 107.02, Providence County, Rhode Island"
RI,0001085,15000US440070107023,"Block Group 3, Census Tract 107.02, Providence County, Rhode Island"
RI,0001086,15000US440070107024,"Block Group 4, Census Tract 107.02, Providence County, Rhode Island"
RI,0001087,15000US440070107025,"Block Group 5, Census Tract 107.02, Providence County, Rhode Island"
RI,0001088,15000US440070108001,"Block Group 1, Census Tract 108, Providence County, Rhode Island"
RI,0001089,15000US440070108002,"Block Group 2, Census Tract 108, Providence County, Rhode Island"
RI,0001090,15000US440070108003,"Block Group 3, Census Tract 108, Providence County, Rhode Island"
RI,0001091,15000US440070109001,"Block Group 1, Census Tract 109, Providence County, Rhode Island"
RI,0001092,15000US440070109002,"Block Group 2, Census Tract 109, Providence County, Rhode Island"
RI,0001093,15000US440070109003,"Block Group 3, Census Tract 109, Providence County, Rhode Island"
RI,0001094,15000US440070110001,"Block Group 1, Census Tract 110, Providence County, Rhode Island"
RI,0001095,15000US440070110002,"Block Group 2, Census Tract 110, Providence County, Rhode Island"
RI,0001096,15000US440070110003,"Block Group 3, Census Tract 110, Providence County, Rhode Island"
RI,0001097,15000US440070111001,"Block Group 1, Census Tract 111, Providence County, Rhode Island"
RI,0001098,15000US440070111002,"Block Group 2, Census Tract 111, Providence County, Rhode Island"
RI,0001099,15000US440070112001,"Block Group 1, Census Tract 112, Providence County, Rhode Island"
RI,0001100,15000US440070112002,"Block Group 2, Census Tract 112, Providence County, Rhode Island"
RI,0001101,15000US440070112003,"Block Group 3, Census Tract 112, Providence County, Rhode Island"
RI,0001102,15000US440070112004,"Block Group 4, Census Tract 112, Providence County, Rhode Island"
RI,0001103,15000US440070112005,"Block Group 5, Census Tract 112, Providence County, Rhode Island"
RI,0001104,15000US440070113011,"Block Group 1, Census Tract 113.01, Providence County, Rhode Island"
RI,0001105,15000US440070113012,"Block Group 2, Census Tract 113.01, Providence County, Rhode Island"
RI,0001106,15000US440070113013,"Block Group 3, Census Tract 113.01, Providence County, Rhode Island"
RI,0001107,15000US440070113021,"Block Group 1, Census Tract 113.02, Providence County, Rhode Island"
RI,0001108,15000US440070113022,"Block Group 2, Census Tract 113.02, Providence County, Rhode Island"
RI,0001109,15000US440070113023,"Block Group 3, Census Tract 113.02, Providence County, Rhode Island"
RI,0001110,15000US440070114011,"Block Group 1, Census Tract 114.01, Providence County, Rhode Island"
RI,0001111,15000US440070114012,"Block Group 2, Census Tract 114.01, Providence County, Rhode Island"
RI,0001112,15000US440070114013,"Block Group 3, Census Tract 114.01, Providence County, Rhode Island"
RI,0001113,15000US440070114014,"Block Group 4, Census Tract 114.01, Providence County, Rhode Island"
RI,0001114,15000US440070114015,"Block Group 5, Census Tract 114.01, Providence County, Rhode Island"
RI,0001115,15000US440070114021,"Block Group 1, Census Tract 114.02, Providence County, Rhode Island"
RI,0001116,15000US440070114022,"Block Group 2, Census Tract 114.02, Providence County, Rhode Island"
RI,0001117,15000US440070114031,"Block Group 1, Census Tract 114.03, Providence County, Rhode Island"
RI,0001118,15000US440070114032,"Block Group 2, Census Tract 114.03, Providence County, Rhode Island"
RI,0001119,15000US440070114033,"Block Group 3, Census Tract 114.03, Providence County, Rhode Island"
RI,0001120,15000US440070114034,"Block Group 4, Census Tract 114.03, Providence County, Rhode Island"
RI,0001121,15000US440070115001,"Block Group 1, Census Tract 115, Providence County, Rhode Island"
RI,0001122,15000US440070115002,"Block Group 2, Census Tract 115, Providence County, Rhode Island"
RI,0001123,15000US440070115003,"Block Group 3, Census Tract 115, Providence County, Rhode Island"
RI,0001124,15000US440070115004,"Block Group 4, Census Tract 115, Providence County, Rhode Island"
RI,0001125,15000US440070116001,"Block Group 1, Census Tract 116, Providence County, Rhode Island"
RI,0001126,15000US440070116002,"Block Group 2, Census Tract 116, Providence County, Rhode Island"
RI,0001127,15000US440070116003,"Block Group 3, Census Tract 116, Providence County, Rhode Island"
RI,0001128,15000US440070116004,"Block Group 4, Census Tract 116, Providence County, Rhode Island"
RI,0001129,15000US440070117011,"Block Group 1, Census Tract 117.01, Providence County, Rhode Island"
RI,0001130,15000US440070117012,"Block Group 2, Census Tract 117.01, Providence County, Rhode Island"
RI,0001131,15000US440070117013,"Block Group 3, Census Tract 117.01, Providence County, Rhode Island"
RI,0001132,15000US440070117021,"Block Group 1, Census Tract 117.02, Providence County, Rhode Island"
RI,0001133,15000US440070117022,"Block Group 2, Census Tract 117.02, Providence County, Rhode Island"
RI,0001134,15000US440070117023,"Block Group 3, Census Tract 117.02, Providence County, Rhode Island"
RI,0001135,15000US440070118001,"Block Group 1, Census Tract 118, Providence County, Rhode Island"
RI,0001136,15000US440070118002,"Block Group 2, Census Tract 118, Providence County, Rhode Island"
RI,0001137,15000US440070118003,"Block Group 3, Census Tract 118, Providence County, Rhode Island"
RI,0001138,15000US440070118004,"Block Group 4, Census Tract 118, Providence County, Rhode Island"
RI,0001139,15000US440070118005,"Block Group 5, Census Tract 118, Providence County, Rhode Island"
RI,0001140,15000US440070119011,"Block Group 1, Census Tract 119.01, Providence County, Rhode Island"
RI,0001141,15000US440070119012,"Block Group 2, Census Tract 119.01, Providence County, Rhode Island"
RI,0001142,15000US440070119021,"Block Group 1, Census Tract 119.02, Providence County, Rhode Island"
RI,0001143,15000US440070119022,"Block Group 2, Census Tract 119.02, Providence County, Rhode Island"
RI,0001144,15000US440070119023,"Block Group 3, Census Tract 119.02, Providence County, Rhode Island"
RI,0001145,15000US440070120001,"Block Group 1, Census Tract 120, Providence County, Rhode Island"
RI,0001146,15000US440070120002,"Block Group 2, Census Tract 120, Providence County, Rhode Island"
RI,0001147,15000US440070120003,"Block Group 3, Census Tract 120, Providence County, Rhode Island"
RI,0001148,15000US440070120004,"Block Group 4, Census Tract 120, Providence County, Rhode Island"
RI,0001149,15000US440070120005,"Block Group 5, Census Tract 120, Providence County, Rhode Island"
RI,0001150,15000US440070121021,"Block Group 1, Census Tract 121.02, Providence County, Rhode Island"
RI,0001151,15000US440070121022,"Block Group 2, Census Tract 121.02, Providence County, Rhode Island"
RI,0001152,15000US440070121023,"Block Group 3, Census Tract 121.02, Providence County, Rhode Island"
RI,0001153,15000US440070121024,"Block Group 4, Census Tract 121.02, Providence County, Rhode Island"
RI,0001154,15000US440070121031,"Block Group 1, Census Tract 121.03, Providence County, Rhode Island"
RI,0001155,15000US440070121032,"Block Group 2, Census Tract 121.03, Providence County, Rhode Island"
RI,0001156,15000US440070121041,"Block Group 1, Census Tract 121.04, Providence County, Rhode Island"
RI,0001157,15000US440070121042,"Block Group 2, Census Tract 121.04, Providence County, Rhode Island"
RI,0001158,15000US440070121043,"Block Group 3, Census Tract 121.04, Providence County, Rhode Island"
RI,0001159,15000US440070122001,"Block Group 1, Census Tract 122, Providence County, Rhode Island"
RI,0001160,15000US440070122002,"Block Group 2, Census Tract 122, Providence County, Rhode Island"
RI,0001161,15000US440070122003,"Block Group 3, Census Tract 122, Providence County, Rhode Island"
RI,0001162,15000US440070122004,"Block Group 4, Census Tract 122, Providence County, Rhode Island"
RI,0001163,15000US440070123001,"Block Group 1, Census Tract 123, Providence County, Rhode Island"
RI,0001164,15000US440070123002,"Block Group 2, Census Tract 123, Providence County, Rhode Island"
RI,0001165,15000US440070123003,"Block Group 3, Census Tract 123, Providence County, Rhode Island"
RI,0001166,15000US440070124011,"Block Group 1, Census Tract 124.01, Providence County, Rhode Island"
RI,0001167,15000US440070124012,"Block Group 2, Census Tract 124.01, Providence County, Rhode Island"
RI,0001168,15000US440070124013,"Block Group 3, Census Tract 124.01, Providence County, Rhode Island"
RI,0001169,15000US440070124014,"Block Group 4, Census Tract 124.01, Providence County, Rhode Island"
RI,0001170,15000US440070124015,"Block Group 5, Census Tract 124.01, Providence County, Rhode Island"
RI,0001171,15000US440070124016,"Block Group 6, Census Tract 124.01, Providence County, Rhode Island"
RI,0001172,15000US440070124021,"Block Group 1, Census Tract 124.02, Providence County, Rhode Island"
RI,0001173,15000US440070124022,"Block Group 2, Census Tract 124.02, Providence County, Rhode Island"
RI,0001174,15000US440070125001,"Block Group 1, Census Tract 125, Providence County, Rhode Island"
RI,0001175,15000US440070125002,"Block Group 2, Census Tract 125, Providence County, Rhode Island"
RI,0001176,15000US440070125003,"Block Group 3, Census Tract 125, Providence County, Rhode Island"
RI,0001177,15000US440070126011,"Block Group 1, Census Tract 126.01, Providence County, Rhode Island"
RI,0001178,15000US440070126012,"Block Group 2, Census Tract 126.01, Providence County, Rhode Island"
RI,0001179,15000US440070126021,"Block Group 1, Census Tract 126.02, Providence County, Rhode Island"
RI,0001180,15000US440070126022,"Block Group 2, Census Tract 126.02, Providence County, Rhode Island"
RI,0001181,15000US440070126023,"Block Group 3, Census Tract 126.02, Providence County, Rhode Island"
RI,0001182,15000US440070126024,"Block Group 4, Census Tract 126.02, Providence County, Rhode Island"
RI,0001183,15000US440070126025,"Block Group 5, Census Tract 126.02, Providence County, Rhode Island"
RI,0001184,15000US440070126026,"Block Group 6, Census Tract 126.02, Providence County, Rhode Island"
RI,0001185,15000US440070127011,"Block Group 1, Census Tract 127.01, Providence County, Rhode Island"
RI,0001186,15000US440070127012,"Block Group 2, Census Tract 127.01, Providence County, Rhode Island"
RI,0001187,15000US440070127013,"Block Group 3, Census Tract 127.01, Providence County, Rhode Island"
RI,0001188,15000US440070127021,"Block Group 1, Census Tract 127.02, Providence County, Rhode Island"
RI,0001189,15000US440070127022,"Block Group 2, Census Tract 127.02, Providence County, Rhode Island"
RI,0001190,15000US440070127023,"Block Group 3, Census Tract 127.02, Providence County, Rhode Island"
RI,0001191,15000US440070128011,"Block Group 1, Census Tract 128.01, Providence County, Rhode Island"
RI,0001192,15000US440070128012,"Block Group 2, Census Tract 128.01, Providence County, Rhode Island"
RI,0001193,15000US440070128013,"Block Group 3, Census Tract 128.01, Providence County, Rhode Island"
RI,0001194,15000US440070128021,"Block Group 1, Census Tract 128.02, Providence County, Rhode Island"
RI,0001195,15000US440070128022,"Block Group 2, Census Tract 128.02, Providence County, Rhode Island"
RI,0001196,15000US440070128031,"Block Group 1, Census Tract 128.03, Providence County, Rhode Island"
RI,0001197,15000US440070128032,"Block Group 2, Census Tract 128.03, Providence County, Rhode Island"
RI,0001198,15000US440070129001,"Block Group 1, Census Tract 129, Providence County, Rhode Island"
RI,0001199,15000US440070129002,"Block Group 2, Census Tract 129, Providence County, Rhode Island"
RI,0001200,15000US440070129003,"Block Group 3, Census Tract 129, Providence County, Rhode Island"
RI,0001201,15000US440070129004,"Block Group 4, Census Tract 129, Providence County, Rhode Island"
RI,0001202,15000US440070130011,"Block Group 1, Census Tract 130.01, Providence County, Rhode Island"
RI,0001203,15000US440070130012,"Block Group 2, Census Tract 130.01, Providence County, Rhode Island"
RI,0001204,15000US440070130013,"Block Group 3, Census Tract 130.01, Providence County, Rhode Island"
RI,0001205,15000US440070130021,"Block Group 1, Census Tract 130.02, Providence County, Rhode Island"
RI,0001206,15000US440070130022,"Block Group 2, Census Tract 130.02, Providence County, Rhode Island"
RI,0001207,15000US440070130023,"Block Group 3, Census Tract 130.02, Providence County, Rhode Island"
RI,0001208,15000US440070130024,"Block Group 4, Census Tract 130.02, Providence County, Rhode Island"
RI,0001209,15000US440070131011,"Block Group 1, Census Tract 131.01, Providence County, Rhode Island"
RI,0001210,15000US440070131012,"Block Group 2, Census Tract 131.01, Providence County, Rhode Island"
RI,0001211,15000US440070131013,"Block Group 3, Census Tract 131.01, Providence County, Rhode Island"
RI,0001212,15000US440070131021,"Block Group 1, Census Tract 131.02, Providence County, Rhode Island"
RI,0001213,15000US440070131022,"Block Group 2, Census Tract 131.02, Providence County, Rhode Island"
RI,0001214,15000US440070131023,"Block Group 3, Census Tract 131.02, Providence County, Rhode Island"
RI,0001215,15000US440070132011,"Block Group 1, Census Tract 132.01, Providence County, Rhode Island"
RI,0001216,15000US440070132012,"Block Group 2, Census Tract 132.01, Providence County, Rhode Island"
RI,0001217,15000US440070132013,"Block Group 3, Census Tract 132.01, Providence County, Rhode Island"
RI,0001218,15000US440070132014,"Block Group 4, Census Tract 132.01, Providence County, Rhode Island"
RI,0001219,15000US440070132021,"Block Group 1, Census Tract 132.02, Providence County, Rhode Island"
RI,0001220,15000US440070132022,"Block Group 2, Census Tract 132.02, Providence County, Rhode Island"
RI,0001221,15000US440070132023,"Block Group 3, Census Tract 132.02, Providence County, Rhode Island"
RI,0001222,15000US440070133001,"Block Group 1, Census Tract 133, Providence County, Rhode Island"
RI,0001223,15000US440070133002,"Block Group 2, Census Tract 133, Providence County, Rhode Island"
RI,0001224,15000US440070133003,"Block Group 3, Census Tract 133, Providence County, Rhode Island"
RI,0001225,15000US440070133004,"Block Group 4, Census Tract 133, Providence County, Rhode Island"
RI,0001226,15000US440070134001,"Block Group 1, Census Tract 134, Providence County, Rhode Island"
RI,0001227,15000US440070134002,"Block Group 2, Census Tract 134, Providence County, Rhode Island"
RI,0001228,15000US440070134003,"Block Group 3, Census Tract 134, Providence County, Rhode Island"
RI,0001229,15000US440070134004,"Block Group 4, Census Tract 134, Providence County, Rhode Island"
RI,0001230,15000US440070135001,"Block Group 1, Census Tract 135, Providence County, Rhode Island"
RI,0001231,15000US440070135002,"Block Group 2, Census Tract 135, Providence County, Rhode Island"
RI,0001232,15000US440070135003,"Block Group 3, Census Tract 135, Providence County, Rhode Island"
RI,0001233,15000US440070135004,"Block Group 4, Census Tract 135, Providence County, Rhode Island"
RI,0001234,15000US440070135005,"Block Group 5, Census Tract 135, Providence County, Rhode Island"
RI,0001235,15000US440070136001,"Block Group 1, Census Tract 136, Providence County, Rhode Island"
RI,0001236,15000US440070136002,"Block Group 2, Census Tract 136, Providence County, Rhode Island"
RI,0001237,15000US440070136003,"Block Group 3, Census Tract 136, Providence County, Rhode Island"
RI,0001238,15000US440070137011,"Block Group 1, Census Tract 137.01, Providence County, Rhode Island"
RI,0001239,15000US440070137012,"Block Group 2, Census Tract 137.01, Providence County, Rhode Island"
RI,0001240,15000US440070137013,"Block Group 3, Census Tract 137.01, Providence County, Rhode Island"
RI,0001241,15000US440070137014,"Block Group 4, Census Tract 137.01, Providence County, Rhode Island"
RI,0001242,15000US440070137021,"Block Group 1, Census Tract 137.02, Providence County, Rhode Island"
RI,0001243,15000US440070137022,"Block Group 2, Census Tract 137.02, Providence County, Rhode Island"
RI,0001244,15000US440070137023,"Block Group 3, Census Tract 137.02, Providence County, Rhode Island"
RI,0001245,15000US440070138001,"Block Group 1, Census Tract 138, Providence County, Rhode Island"
RI,0001246,15000US440070138002,"Block Group 2, Census Tract 138, Providence County, Rhode Island"
RI,0001247,15000US440070138003,"Block Group 3, Census Tract 138, Providence County, Rhode Island"
RI,0001248,15000US440070138004,"Block Group 4, Census Tract 138, Providence County, Rhode Island"
RI,0001249,15000US440070138005,"Block Group 5, Census Tract 138, Providence County, Rhode Island"
RI,0001250,15000US440070139001,"Block Group 1, Census Tract 139, Providence County, Rhode Island"
RI,0001251,15000US440070139002,"Block Group 2, Census Tract 139, Providence County, Rhode Island"
RI,0001252,15000US440070139003,"Block Group 3, Census Tract 139, Providence County, Rhode Island"
RI,0001253,15000US440070140001,"Block Group 1, Census Tract 140, Providence County, Rhode Island"
RI,0001254,15000US440070140002,"Block Group 2, Census Tract 140, Providence County, Rhode Island"
RI,0001255,15000US440070140003,"Block Group 3, Census Tract 140, Providence County, Rhode Island"
